کارنامه سال,سهمیه,قبولی,رتبه سهمیه زیرگروه ۱,رتبه سهمیه زیرگروه ۲,رتبه سهمیه زیرگروه ۳,رتبه سهمیه زیرگروه ۴,معدل موثر,زبان انگلیسی,مجموعه ریاضیات,دروس تخصصی ۱,دروس تخصصی ۲,دروس تخصصی ۳,دروس تخصصی ۴,رتبه کشور زیرگروه ۱,رتبه کشور زیرگروه ۲,رتبه کشور زیرگروه ۳,رتبه کشور زیرگروه ۴,میانگین درصد ضریب ۱,میانگین درصد ضریب ۲,میانگین درصد ضریب ۳,میانگین درصد ضریب ۴
1404,0,رایانش امن شیراز خودگردان,"3,575","3,736","3,201","3,320",17.15,38.67,-3.32,0.00,8.33,13.33,6.67,"4,124","4,302","3,684","3,829",8.25,7.47,8.69,8.36
1404,0,-,"3,584","4,518","4,147","4,426",18.22,6.67,18.33,-3.32,-10.00,-1.66,20.00,"4,133","5,221","4,783","5,115",5.45,3.34,4.00,3.45
1404,0,-,"3,604","3,155","3,484","3,427",15.00,38.67,0.00,20.00,8.33,6.67,8.33,"4,159","3,629","4,018","3,946",10.47,11.35,10.36,10.47
1404,0,-,"3,643","4,290","2,800","2,571",14.09,44.00,3.33,10.00,0.00,30.00,3.33,"4,205","4,949","3,216","3,570",11.60,10.04,13.38,11.38
1404,0,-,"3,643","4,290","2,800","3,570",14.09,44.00,3.33,10.00,0.00,30.00,3.33,"4,205","4,949","3,216","4,116",11.60,10.04,13.38,11.38
1404,0,هوش مصنوعی ازاد واحد تهران شمال,"3,654","3,226","3,523","3,400",17.29,77.33,10.00,6.67,3.33,-1.66,1.67,"4,218","3,711","4,061","3,917",8.16,8.82,7.94,8.27
1404,0,-,"3,756","3,172","4,036","3,745",16.48,0.00,0.00,23.33,8.33,0.00,13.33,"4,343","3,647","4,653","4,317",8.33,9.55,7.44,8.00
1404,0,-,"3,764","3,592","3,639","3,754",16.04,70.67,8.33,10.00,0.00,3.33,5.00,"4,356","4,133","4,192","4,327",9.15,9.27,9.04,8.82
1404,0,-,"3,780","3,696","3,944","3,741",17.40,0.00,5.00,10.00,8.33,1.67,11.67,"4,377","4,025","4,550","4,490",7.11,7.44,6.45,6.89
1404,0,-,"3,789","3,668","4,015","3,671",18.98,13.33,-3.32,0.00,10.00,0.00,11.67,"4,386","4,224","4,628","4,232",5.56,5.45,4.78,5.45
1404,0,-,"3,802","4,211","3,770","4,045",18.16,16.00,5.00,3.33,0.00,6.67,11.67,"4,399","4,850","4,352","4,674",6.62,5.62,6.29,5.85
1404,0,-,"3,936","4,062","3,856","3,856",14.33,57.33,13.33,0.00,5.00,5.00,8.33,"4,553","4,684","4,450","4,449",9.82,9.27,9.60,9.60
1404,0,-,"3,957","5,569","5,357","5,531",15.01,1.33,0.00,0.00,-3.32,0.00,33.33,"4,578","6,455","6,191","6,404",8.31,5.87,6.09,5.87
1404,0,هوش مصنوعی شاهرود مجازی,"4,104","3,630","4,255","4,016",17.29,24.00,-3.32,13.33,6.67,0.00,10.00,"4,753","4,174","4,908","4,641",6.94,7.60,6.27,6.71
1404,0,هوش مصنوعی تبریز خودگردان,"4,202","3,119","4,460","3,987",18.22,10.67,0.00,26.67,6.67,-6.66,6.67,"4,870","3,589","5,148","4,604",6.05,8.27,5.16,6.05
1404,0,-,"4,213","3,128","4,159","3,502",16.88,0.00,-1.66,16.67,18.33,0.00,5.00,"4,884","3,599","4,797","4,031",7.00,9.00,6.67,7.89
1404,0,-,"4,304","4,369","3,819","4,077",18.89,68.00,0.00,0.00,0.00,6.67,0.00,"4,990","5,043","4,410","4,714",5.87,5.42,6.31,5.87
1404,0,-,"4,388","5,775","4,530","5,440",16.64,0.00,0.00,6.67,-8.32,11.67,18.33,"5,084","6,696","5,230","6,301",6.45,4.34,6.00,4.67
1404,0,-,"4,469","3,773","5,365","4,101",15.96,0.00,1.67,3.33,18.33,-8.32,15.00,"5,177","4,348","6,201","4,747",6.67,7.67,5.11,6.89
1404,0,-,"4,476","3,507","3,980","3,922",18.28,0.00,6.67,20.00,6.67,5.00,-1.66,"5,174","4,039","4,543","4,525",5.45,7.00,5.89,6.00
1404,0,-,"4,476","3,507","3,980","3,922",18.28,0.00,6.67,20.00,6.67,5.00,-1.66,"5,174","4,039","4,543","4,525",5.45,7.00,5.89,6.00
1404,0,رباتیک بیرجند,"4,486","3,617","4,703","4,757",15.88,0.00,5.00,33.33,0.00,0.00,10.00,"5,196","4,160","5,429","5,502",7.78,9.33,7.11,7.11
1404,0,-,"4,497","4,992","4,586","4,688",17.48,0.00,0.00,0.00,5.00,6.67,13.33,"5,208","5,767","5,295","5,420",5.89,4.89,5.44,5.33
1404,0,معماری خواجه نصیر مجازی,"4,596","4,094","3,743","4,037",17.26,30.67,0.00,13.33,5.00,13.33,-3.32,"5,317","4,717","4,319","4,665",6.60,7.16,7.71,7.16
1404,0,-,"4,628","3,545","4,661","4,303",16.67,24.00,0.00,23.33,6.67,-1.66,5.00,"5,355","4,082","5,358","4,972",7.05,8.82,6.60,7.16
1404,0,-,"4,628","3,545","4,661","4,303",16.67,24.00,0.00,23.33,6.67,-1.66,5.00,"5,355","4,082","5,358","4,972",7.05,8.82,6.60,7.16
1404,0,-,"4,682","5,137","4,910","4,951",15.56,78.67,3.33,-3.32,0.00,0.00,10.00,"5,414","5,941","5,666","5,731",7.91,7.02,7.25,7.25
1404,0,-,"4,782","5,362","4,479","4,624",14.92,30.67,-1.66,-3.32,8.33,11.67,10.00,"5,527","6,210","5,169","5,349",8.05,6.94,8.16,7.94
1404,0,-,"4,970","5,227","6,606","5,929",16.09,0.00,-1.66,6.67,3.33,-8.32,23.33,"5,743","6,053","7,665","6,865",5.89,5.56,3.78,4.56
1404,0,-,"4,975","3,957","4,813","4,373",19.34,30.67,0.00,10.00,6.67,-3.32,0.00,"5,750","4,564","5,550","5,054",4.05,5.38,3.83,4.49
1404,0,-,"5,044","3,915","4,927","4,927",16.02,100.00,0.00,0.00,33.33,0.00,35.33,"5,832","4,513","4,513","5,678",22.75,22.62,20.40,22.62
1404,0,-,"5,224","4,973","4,916","4,972",15.25,66.67,20.00,0.00,0.00,0.00,0.00,"6,037","5,744","5,672","5,754",7.11,7.11,7.11,7.11
1404,0,-,"5,295","6,240","5,032","5,391",19.18,9.00,-5.00,-6.66,1.67,8.33,8.33,"6,124","7,238","5,804","6,245",3.27,1.82,3.27,2.82
1404,0,نرم افزار ازاد واحد ارومیه,"5,344","6,673","5,319","6,105",17.00,12.00,11.67,0.00,-6.66,8.33,11.67,"6,180","7,730","6,146","7,078",5.80,4.02,5.58,4.58
1404,0,-,"5,375","3,705","5,530","4,749",15.82,0.00,0.00,26.67,11.67,-3.32,5.00,"6,218","4,266","6,398","5,493",6.56,9.00,6.00,7.00
1404,0,-,"5,375","3,705","5,530","4,749",15.82,0.00,0.00,26.67,11.67,-3.32,5.00,"6,218","4,266","6,398","5,493",6.56,9.00,6.00,7.00
1404,0,-,"5,504","5,946","6,794","5,148",18.59,0.00,-10.00,-23.32,18.33,-8.32,16.67,"6,374","6,892","7,878","5,959",2.00,1.12,0.34,2.12
1404,0,-,"5,572","6,849","6,960","6,710",13.70,-8.00,0.00,0.00,5.00,1.67,25.00,"6,450","7,942","8,065","7,782",7.47,6.02,5.91,6.13
1404,0,-,"5,859","6,971","6,291","6,407",15.58,9.33,0.00,-3.32,3.33,5.00,15.00,"6,790","8,079","8,079","7,424",5.85,4.51,5.18,5.07
1404,0,-,"5,972","5,362","6,072","5,913",16.17,48.00,0.00,10.00,1.67,-1.67,5.00,"6,917","6,310","7,043","6,843",5.87,6.42,5.42,5.64
1404,0,-,"6,100","5,154","5,746","5,289",17.40,36.00,0.00,3.33,8.33,0.00,0.00,"7,062","5,958","6,659","6,125",4.51,5.29,4.51,5.07
1404,0,-,"6,183","6,087","6,008","5,749",16.12,12.00,0.00,0.00,8.33,5.00,6.67,"7,159","7,056","6,962","6,654",5.24,5.02,5.13,5.36
1404,0,-,"6,407","6,640","5,773","6,012",19.77,10.67,10.00,-6.66,0.00,3.33,-1.66,"7,426","7,691","6,690","6,966",1.38,0.82,1.71,1.49
1404,0,-,"6,677","6,171","5,833","6,037",16.30,26.67,-3.32,6.67,5.00,8.33,0.00,"7,741","7,154","6,759","6,992",4.89,5.11,5.45,5.22
1404,0,-,"6,720","6,160","6,642","5,943",15.53,49.33,-3.32,-3.32,10.00,0.00,3.33,"7,787","7,139","7,705","6,884",5.29,5.51,5.07,5.74
1404,0,-,"7,019","7,363","7,107","7,133",16.92,46.67,0.00,-3.32,0.00,0.00,5.00,"8,129","8,548","8,235","8,269",4.00,3.45,3.67,3.67
1404,0,-,"7,225","6,927","6,890","6,908",18.52,37.33,0.00,0.00,0.00,0.00,0.00,"8,371","8,029","7,985","8,008",2.49,2.49,2.49,2.49
1404,0,-,"7,497","6,388","6,869","5,874",18.42,14.67,-11.66,-6.66,15.00,1.67,-3.32,"8,685","7,405","7,961","6,796",0.98,1.65,1.32,2.21
1404,0,-,"7,954","10,158","7,919","9,080",14.97,10.67,0.00,-3.32,-5.00,10.00,11.67,"9,209","11,807","9,169","10,542",4.38,2.38,4.27,3.27
1404,0,-,"8,280","7,938","7,919","7,950",16.50,57.33,0.00,0.00,0.00,0.00,0.00,"9,535","9,210","9,169","9,220",3.82,3.82,3.82,3.82
1404,0,-,"8,322","9,004","8,966","9,031",17.29,0.00,-3.32,0.00,-1.66,0.00,10.00,"9,577","10,454","10,290","10,479",1.89,1.11,1.23,1.11
1404,0,هوش مصنوعی در پزشکی ازاد واحد مشهد,"8,523","8,769","7,668","8,518",14.42,2.67,6.67,6.67,0.00,10.00,3.33,"9,778","10,176","8,879","9,881",4.84,4.40,5.29,4.62
1404,0,-,"8,809","7,304","8,129","7,321",17.22,10.67,0.00,0.00,10.00,0.00,-3.32,"10,064","8,476","9,417","8,486",1.83,2.71,2.05,2.71
1404,0,-,"8,809","7,304","8,129","7,321",17.22,10.67,0.00,0.00,10.00,0.00,-3.32,"10,064","8,476","9,417","8,486",1.83,2.71,2.05,2.71
1404,0,-,"8,909","6,891","7,857","7,448",15.73,6.67,10.00,10.00,6.67,1.67,-8.32,"10,164","7,988","9,095","8,631",2.56,4.12,3.23,3.56
1404,0,-,"9,170","8,171","9,267","9,080",14.66,32.00,-1.00,10.00,0.00,-1.66,3.33,"10,425","9,491","10,591","10,542",0.00,0.00,0.00,0.00
1404,0,-,"9,972","7,529","9,082","8,380",15.06,5.33,1.67,13.33,8.33,1.67,-5.00,"11,227","8,737","10,406","9,726",3.02,4.69,3.47,3.91
1404,0,-,"10,690","10,294","10,890","9,937",15.16,30.67,0.00,-6.66,5.00,-1.66,3.33,"11,945","11,965","12,214","11,544",2.71,2.49,2.38,2.82
1404,0,-,"10,951","9,748","10,689","9,798",15.91,17.33,-1.66,0.00,5.00,0.00,0.00,"12,206","11,324","11,913","11,385",1.93,2.27,1.93,2.27
1404,0,-,"11,275","10,954","11,307","10,924",16.74,0.00,0.00,0.00,0.00,0.00,3.33,"12,530","12,646","12,631","12,683",0.89,0.67,0.67,0.67
1404,0,-,"11,293","11,164","11,566","11,122",15.66,8.00,0.00,0.00,0.00,0.00,5.00,"12,548","12,856","12,890","12,917",1.87,1.53,1.53,1.53
1404,0,-,"11,418","13,286","12,136","12,663",14.45,14.67,-13.32,-6.66,-11.66,6.67,15.00,"12,673","14,978","13,460","14,538",1.32,-1.35,0.76,-0.46
1404,0,-,"11,895","12,208","12,572","12,071",14.58,0.00,-5.00,0.00,0.00,0.00,10.00,"13,150","13,900","13,896","13,946",2.00,1.33,1.33,1.33
1404,0,-,"12,504","11,935","12,993","12,599",14.86,5.33,-1.66,10.00,-6.66,-3.32,6.67,"13,759","13,627","14,317","14,474",1.25,1.25,0.58,0.36
1404,0,-,"12,504","12,328","12,732","12,059",13.12,6.67,0.00,0.00,3.33,1.67,6.67,"13,759","14,020","14,056","13,934",3.22,2.89,2.89,3.00
1404,0,-,"13,011","12,271","12,802","12,509",15.68,4.00,1.67,6.67,-5.00,0.00,0.00,"14,266","13,963","14,126","14,384",0.38,0.49,0.38,0.05
1404,0,-,"13,212","12,787","12,527","12,081",13.59,10.67,0.00,-3.32,5.00,6.67,-1.66,"14,467","14,479","13,851","13,956",2.16,1.94,2.72,2.60
1404,5,هوش مصنوعی شریف,3,3,4,3,18.91,1.33,30.00,76.67,50.00,46.67,61.67,26,25,34,34,50.09,51.31,49.09,49.31
1404,5,نرم افزار شریف,8,6,9,7,19.42,53.33,28.33,46.67,50.00,25.00,45.00,102,85,132,98,40.56,42.33,39.22,40.89
1404,5,بیوانفورماتیک شریف,9,12,8,10,18.16,56.00,13.33,36.67,25.00,68.33,43.33,140,201,130,158,40.62,37.29,42.29,39.40
1404,5,نرم افزار تهران,10,13,12,15,19.22,84.00,0.00,50.00,13.33,41.67,58.33,160,221,196,226,38.82,36.38,37.71,35.82
1404,5,نرم افزار تهران,11,10,14,13,18.87,18.67,18.33,50.00,38.33,23.33,61.67,134,156,233,203,39.13,39.35,36.58,37.58
1404,5,هوش مصنوعی تهران,12,7,11,9,19.53,0.00,6.67,100.00,46.67,23.33,36.67,165,90,192,146,38.00,43.78,37.11,38.67
1404,5,هوش مصنوعی بهشتی,17,25,16,21,19.58,10.67,10.00,23.33,25.00,51.67,45.00,294,419,292,332,32.49,29.27,32.93,31.16
1404,5,هوش مصنوعی امیرکبیر,18,20,17,19,19.05,61.33,-1.66,40.00,26.67,41.67,40.00,305,336,311,322,33.54,32.54,33.65,32.65
1404,5,نرم افزار تهران,19,26,20,20,17.52,40.00,5.00,10.00,35.00,46.67,48.33,306,435,325,324,33.89,30.56,33.78,33.00
1404,5,رایانش امن شریف,21,15,21,16,16.61,12.00,25.00,50.00,43.33,28.33,33.33,319,240,335,275,34.02,36.13,33.69,34.69
1404,5,-,22,17,19,18,20.00,70.67,10.00,50.00,35.00,36.67,16.67,358,271,320,292,31.49,33.60,32.82,32.71
1404,5,بیوانفورماتیک شریف,23,23,31,27,17.20,45.33,13.33,36.67,30.00,21.67,45.00,389,392,471,434,32.02,32.02,30.47,31.02
1404,5,نرم افزار امیرکبیر,25,19,23,22,18.62,36.00,5.00,50.00,40.00,60.00,25.00,416,324,395,356,36.40,36.73,38.73,37.40
1404,5,نرم افزار امیرکبیر,27,18,37,24,18.72,34.67,1.67,50.00,45.00,10.00,36.67,434,303,524,398,29.98,33.20,28.20,30.53
1404,5,-,28,40,27,32,18.66,37.33,25.00,20.00,15.00,41.67,36.67,439,555,430,492,29.60,26.71,29.93,28.16
1404,5,علوم و فناوری شبکه‌های کامپیوتری تهران,29,49,25,38,17.37,68.00,-1.66,23.33,15.00,53.33,40.00,449,626,416,512,31.76,28.09,32.64,30.09
1404,5,-,30,27,22,26,19.31,22.67,0.00,40.00,35.00,50.00,21.67,474,453,383,417,29.62,29.85,31.51,30.51
1404,5,معماری شریف,36,54,36,48,17.23,0.00,0.00,40.00,8.33,56.67,45.00,517,701,498,631,30.33,26.78,31.11,27.89
1404,5,هوش مصنوعی شهید بهشتی,40,38,52,50,17.41,12.00,10.00,50.00,15.00,18.33,50.00,539,547,658,649,28.80,28.58,26.69,26.47
1404,5,-,42,63,39,45,17.00,90.67,0.00,0.00,21.67,50.00,41.67,546,775,535,597,31.49,26.82,32.05,30.16
1404,5,هوش مصنوعی علم و صنعت,45,33,62,40,15.29,12.00,0.00,23.33,55.00,5.00,50.00,573,492,742,533,29.24,30.80,26.24,29.58
1404,5,هوش مصنوعی شهید بهشتی,46,39,48,44,18.20,0.00,0.00,40.00,30.00,28.33,40.00,579,549,625,585,27.67,27.78,26.89,27.00
1404,5,-,48,49,57,61,18.34,56.00,0.00,40.00,10.00,28.33,41.67,598,646,696,682,27.84,26.51,26.96,25.73
1404,5,هوش مصنوعی علم و صنعت,49,37,37,42,15.71,14.67,23.33,50.00,26.67,43.33,18.33,615,535,527,559,29.64,30.64,31.31,30.20
1404,5,,52,50,57,55,16.29,16.00,0.00,40.00,23.33,31.67,41.67,640,680,679,684,28.51,27.84,27.85,27.29
1404,5,نرم افزار علم و صنعت,55,56,43,54,17.02,33.33,0.00,40.00,18.33,51.67,25.00,674,720,585,674,28.22,27.00,30.00,27.78
1404,5,نرم افزار علم و صنعت,56,88,54,65,15.27,40.00,5.00,10.00,15.00,46.67,43.33,680,946,675,765,28.56,24.22,28.78,26.67
1404,5,نرم افزار علم و صنعت,57,52,68,59,17.31,5.33,0.00,36.67,26.67,21.67,43.33,681,688,767,715,26.47,26.36,25.02,25.36
1404,5,-,61,98,80,81,16.35,38.67,0.00,0.00,13.33,21.67,63.33,694,"1,021",896,913,26.47,21.69,23.69,23.13
1404,5,نرم افزار شهید بهشتی,63,70,55,62,16.51,0.00,0.00,40.00,16.67,46.67,35.00,715,798,676,757,27.33,25.67,28.11,26.11
1404,5,-,65,59,70,67,18.96,77.33,10.00,30.00,13.33,15.00,31.67,739,737,799,775,24.60,24.38,23.49,23.38
1404,5,شبکه‌های کامپیوتری علم و صنعت,66,75,75,84,16.77,0.00,20.00,40.00,5.00,21.67,45.00,756,857,869,927,25.33,23.89,23.78,22.67
1404,5,معماری امیرکبیر,67,69,72,70,16.83,42.67,13.33,20.00,21.67,20.00,36.67,763,796,836,786,25.40,24.40,24.29,24.40
1404,5,-,68,62,67,71,16.68,54.67,13.33,40.00,11.67,28.33,28.33,776,771,763,807,26.31,25.98,26.31,25.20
1404,5,نرم افزار شهید بهشتی,70,61,65,61,15.03,0.00,18.33,36.67,28.33,35.00,25.00,798,751,751,740,26.67,27.00,27.33,26.89
1404,5,-,75,64,76,73,17.26,44.00,0.00,36.67,21.67,21.67,31.67,834,777,877,835,24.94,25.27,24.27,24.27
1404,5,-,78,77,96,85,19.70,22.67,0.00,30.00,18.33,13.33,36.67,881,866,996,930,21.62,21.51,20.07,20.40
1404,5,-,82,77,83,79,15.31,65.33,6.67,3.33,8.33,0.00,8.33,"4,304","3,972","4,358","4,070",9.58,9.80,9.02,9.58
1404,5,الگوریتم شریف,83,42,71,46,15.91,50.67,11.67,30.00,58.33,18.33,1.67,916,585,812,611,24.71,29.27,25.82,28.49
1404,5,الگوریتم تهران,84,73,79,92,18.67,0.00,8.33,60.00,8.33,28.33,23.33,927,830,894,962,22.66,23.78,23.00,21.66
1404,5,نرم افزار خواجه نصیر,87,94,101,95,16.27,21.33,25.00,16.67,18.33,16.67,33.33,945,"1,002","1,030",990,22.87,21.87,21.76,21.87
1404,5,-,96,105,109,109,15.89,60.00,-1.66,26.67,13.33,21.67,35.00,"1,011","1,086","1,086","1,103",23.67,22.56,22.78,22.22
1404,5,-,102,117,125,129,14.16,26.67,0.00,10.00,0.00,0.00,21.67,"5,327","5,916","6,406","6,441",8.89,8.11,7.45,7.45
1404,5,-,121,146,119,122,18.07,74.67,0.00,0.00,16.67,25.00,23.33,"1,224","1,384","1,192","1,209",19.53,17.42,19.64,19.09
1404,5,-,131,91,128,194,19.11,61.33,35.00,20.00,26.67,0.00,0.00,"1,322",983,"1,275","1,071",16.76,19.87,16.76,18.53
1404,5,-,136,137,133,138,17.45,33.33,0.00,23.33,15.00,25.00,21.67,"1,345","1,344","1,298","1,316",19.11,18.56,19.33,18.67
1404,5,-,140,175,152,163,15.74,65.33,15.00,13.33,1.67,11.67,33.33,"1,371","1,603","1,509","1,593",19.69,17.69,18.24,17.58
1404,5,-,141,147,131,133,13.45,0.00,0.00,20.00,28.33,35.00,25.00,"1,372","1,396","1,290","1,279",22.00,21.22,22.67,22.22
1404,5,هوش مصنوعی الزهرا,145,116,157,147,15.99,0.00,0.00,46.67,20.00,6.67,30.00,"1,387","1,161","1,538","1,410",19.56,21.56,18.00,18.89
1404,5,هوش مصنوعی شیراز,146,140,155,151,17.77,0.00,0.00,23.33,18.33,11.67,31.67,"1,393","1,363","1,521","1,442",17.56,17.44,16.22,16.67
1404,5,-,150,121,148,144,17.76,4.00,5.00,36.67,20.00,10.00,21.67,"1,420","1,212","1,475","1,367",17.60,19.27,16.82,17.49
1404,5,-,152,161,138,141,18.46,0.00,0.00,10.00,21.67,28.33,20.00,"1,438","1,518","1,350","1,350",16.67,15.56,17.22,16.78
1404,5,-,162,182,168,178,17.29,100.00,6.67,10.00,6.67,8.33,20.00,"1,595","1,664","1,658","1,656",17.22,16.45,16.44,16.33
1404,5,-,163,166,156,161,16.07,53.33,-1.66,26.67,13.33,20.00,18.33,"1,597","1,553","1,533","1,578",18.44,18.56,18.56,18.11
1404,5,-,168,203,162,191,17.68,53.33,5.00,16.67,0.00,20.00,23.33,"1,622","1,841","1,603","1,780",16.67,14.89,16.44,15.11
1404,5,-,169,190,189,177,17.00,20.00,0.00,0.00,21.67,8.33,31.67,"1,626","1,741","1,813","1,655",15.78,14.56,14.22,15.11
1404,5,-,171,234,180,211,16.43,24.00,5.00,13.33,0.00,20.00,33.33,"1,663","2,095","1,765","1,963",16.93,14.27,16.04,14.71
1404,5,-,176,180,186,166,18.06,46.67,3.33,3.33,23.33,5.00,20.00,"1,711","1,635","1,801","1,601",15.00,15.11,14.00,15.22
1404,5,هوش مصنوعی ازاد واحد علوم و تحقیقات,193,169,192,186,20.00,9.33,16.67,26.67,10.00,3.33,13.33,"1,812","1,572","1,833","1,742",12.62,13.96,11.95,12.40
1404,5,-,194,142,178,183,16.28,50.67,30.00,50.00,3.33,5.00,3.33,"1,820","1,367","1,725","1,719",16.60,19.60,16.71,16.60
1404,5,-,194,142,178,183,16.28,50.67,30.00,50.00,3.33,5.00,3.33,"1,820","1,367","1,725","1,719",16.60,19.60,16.71,16.60
1404,5,نرم افزار اصفهان,202,252,215,234,16.84,50.67,0.00,10.00,0.00,15.00,30.00,"1,867","2,280","1,994","2,161",15.71,13.38,14.71,13.71
1404,5,نرم افزار بین المللی خمینی قزوین,205,252,181,235,15.27,0.00,0.00,30.00,-1.66,33.33,25.00,"1,922","2,293","1,780","2,174",17.00,15.00,17.56,15.22
1404,5,-,212,198,219,195,16.80,0.00,0.00,16.67,23.33,11.67,20.00,"1,993","1,817","2,040","1,835",14.56,15.11,14.00,14.78
1404,5,-,214,188,171,156,15.47,17.33,8.33,6.67,35.00,26.67,1.67,"2,002","1,722","1,662","1,525",15.93,16.82,17.60,18.16
1404,5,-,216,206,249,244,17.28,68.00,0.00,30.00,1.67,-1.66,23.33,"2,019","1,874","2,275","2,225",14.76,15.42,13.09,13.31
1404,5,-,217,189,211,194,14.73,6.67,10.00,26.67,21.67,13.33,15.00,"2,020","1,725","1,977","1,817",16.33,17.67,16.22,16.78
1404,5,نرم افزار لرستان,227,297,287,293,18.78,40.00,0.00,0.00,0.00,0.00,35.00,"2,111","2,640","2,598","2,606",12.00,9.67,9.67,9.67
1404,5,-,229,228,232,248,17.32,40.00,5.00,30.00,0.00,10.00,18.33,"2,115","2,059","2,151","2,280",14.22,14.33,13.67,13.00
1404,5,قران کاوی رایانشی شهید بهشتی,238,241,263,255,17.87,0.00,-1.66,20.00,10.00,5.00,26.67,"2,196","2,160","2,428","2,325",12.56,12.45,11.11,11.45
1404,5,-,241,246,240,247,15.81,88.00,0.00,16.67,5.00,10.00,16.67,"2,208","2,210","2,201","2,248",15.53,15.20,15.09,14.76
1404,5,,262,274,279,288,16.90,9.33,5.00,13.33,8.33,8.33,23.33,"2,375","2,509","2,547","2,527",12.62,11.95,11.62,11.62
1404,5,هوش مصنوعی بین المللی خمینی قزوین,267,230,253,231,16.39,26.67,0.00,16.67,21.67,10.00,11.67,"2,418","2,071","2,331","2,115",13.45,14.56,13.34,14.11
1404,5,هوش مصنوعی شهرکرد,268,323,327,318,16.34,17.33,11.67,3.33,3.33,3.33,30.00,"2,420","2,861","2,845","2,831",12.49,10.71,10.71,10.71
1404,5,-,276,289,201,240,18.65,40.00,6.67,10.00,5.00,31.67,-1.66,"2,455","2,597","1,881","2,201",11.78,10.78,14.00,12.22
1404,5,-,280,238,283,263,14.06,14.67,0.00,30.00,16.67,8.33,20.00,"2,470","2,138","2,573","2,384",15.31,16.53,14.53,15.09
1404,5,علم و داده دانشگاه شیراز,316,370,335,339,15.52,32.00,3.33,0.00,6.67,10.00,25.00,"2,750","3,292","2,977","3,027",12.58,10.69,11.58,11.36
1404,5,نرم افزار مالک اشتر (سهمیه شاگرد اولی),321,229,320,294,17.00,28.00,-1.66,40.00,8.33,0.00,6.67,"2,811","2,064","2,788","2,613",10.42,13.20,9.98,10.53
1404,5,-,328,231,276,254,19.76,0.00,-1.66,30.00,18.33,8.33,0.00,"2,861","2,077","2,527","2,318",9.11,11.78,9.67,10.33
1404,5,-,337,384,239,314,18.51,0.00,10.00,10.00,0.00,36.67,0.00,"2,980","3,449","2,192","2,800",10.00,8.22,12.45,10.00
1404,5,-,366,367,429,391,16.19,8.00,1.67,10.00,10.00,0.00,23.33,"3,294","3,275","3,786","3,484",10.31,10.09,8.76,9.42
1404,5,-,377,487,444,468,17.29,10.67,-1.66,0.00,0.00,5.00,28.33,"3,367","4,325","3,922","4,137",9.04,6.82,7.49,7.16
1404,5,هوش مصنوعی گیلان-رشت,395,294,336,344,17.08,0.00,-1.66,40.00,10.00,15.00,0.00,"3,571","2,632","2,983","3,051",10.11,12.45,11.11,10.78
1404,5,-,397,438,457,434,17.83,25.00,0.00,0.00,6.67,0.00,20.00,"3,582","3,812","4,015","3,778",8.33,7.45,7.00,7.45
1404,5,-,400,480,401,441,17.07,52.00,5.00,-3.32,0.00,8.33,15.00,"3,601","4,266","3,580","3,857",9.36,7.58,8.91,8.36
1404,5,هوش مصنوعی سمنان,401,293,404,361,17.38,74.67,0.00,23.33,10.00,-6.66,3.33,"3,605","2,631","3,599","3,170",9.64,12.09,8.98,10.09
1404,5,-,422,605,578,605,17.00,6.67,-3.32,0.00,-3.32,0.00,35.00,"3,789","5,221","5,012","5,181",8.67,6.12,6.34,6.12
1404,5,هوش مصنوعی یزد,456,443,561,489,14.96,0.00,0.00,13.33,10.00,-3.32,25.00,"3,979","3,854","4,888","4,349",9.78,9.89,7.89,8.78
1404,5,-,468,455,494,490,17.82,45.33,0.00,10.00,0.00,0.00,13.33,"4,059","4,043","4,315","4,357",7.91,7.69,7.02,7.02
1404,5,هوش مصنوعی شیراز خودگردان,469,531,554,573,16.49,28.00,-1.66,6.67,-1.66,0.00,23.33,"4,086","4,693","4,824","4,931",8.42,7.20,6.87,6.76
1404,5,-,485,538,492,535,15.52,4.00,-1.66,10.00,3.33,11.67,18.33,"4,218","4,764","4,292","4,641",9.27,8.16,8.82,8.27
1404,5,هوش مصنوعی علوم پایه زنجان,492,485,566,527,16.51,20.00,-5.00,6.67,6.67,-1.66,20.00,"4,246","4,314","4,931","4,604",7.89,7.56,6.45,7.00
1404,5,معماری تبریز,503,427,471,472,16.87,25.33,0.00,20.00,5.00,6.67,6.67,"4,337","3,781","4,110","4,163",8.47,9.25,8.47,8.36
1404,5,-,536,422,451,393,14.12,44.00,10.00,0.00,21.67,8.33,-1.66,"4,598","3,767","3,978","3,503",9.82,10.82,10.49,11.38
1404,5,-,585,523,590,556,15.32,0.00,0.00,10.00,11.67,5.00,13.33,"4,962","4,638","5,114","4,773",8.22,8.44,7.67,8.11
1404,5,هوش مصنوعی کاشان,588,451,566,555,19.27,30.67,0.00,20.00,1.67,-3.32,3.33,"4,969","3,961","4,931","4,767",5.27,6.71,4.83,5.16
1404,5,-,616,513,537,573,20.00,17.33,0.00,16.67,0.00,5.00,0.00,"5,239","4,522","4,678","4,931",4.38,5.16,4.71,4.38
1404,5,-,634,569,638,599,16.43,14.67,15.00,3.33,6.67,-1.66,6.67,"5,450","4,979","5,565","5,145",6.20,6.54,5.65,6.20
